-911	911	-1290	8.01906
-106	911	-1290	5.01229
699	911	-1290	45.7374
-911	106	-1290	-75.1246
-106	106	-1290	43.167
699	106	-1290	30.2262
-911	-699	-1290	-11.8823
-106	-699	-1290	-13.2451
699	-699	-1290	73.8577
-699	699	-1209.4	-26.7281
106	699	-1209.4	24.2681
911	699	-1209.4	44.9851
-699	-106	-1209.4	-54.0492
106	-106	-1209.4	24.2054
911	-106	-1209.4	52.3367
-699	-911	-1209.4	-57.2057
106	-911	-1209.4	-39.0029
911	-911	-1209.4	75.1756
-911	911	-1128.8	-2.72758
699	911	-1128.8	-86.4011
-911	106	-1128.8	-62.3876
-106	106	-1128.8	-63.3568
699	106	-1128.8	48.002
-911	-699	-1128.8	8.47267
-106	-699	-1128.8	-48.5991
699	-699	-1128.8	60.7238
-699	699	-1048.2	45.5325
106	699	-1048.2	33.1962
911	699	-1048.2	20.7123
-699	-106	-1048.2	-42.3993
106	-106	-1048.2	-32.638
911	-106	-1048.2	-61.2687
-699	-911	-1048.2	52.613
106	-911	-1048.2	-76.9007
911	-911	-1048.2	-46.3932
-911	911	-967.6	5.78002
-106	911	-967.6	43.3255
699	911	-967.6	31.7245
-911	106	-967.6	82.5349
-106	106	-967.6	27.1832
699	106	-967.6	-85.0036
-911	-699	-967.6	16.803
-106	-699	-967.6	-17.8317
699	-699	-967.6	-49.0528
-699	699	-887	-48.9916
106	699	-887	-55.495
911	699	-887	-16.2585
-699	-106	-887	2.00552
106	-106	-887	-70.3194
911	-106	-887	71.0139
-699	-911	-887	5.60437
106	-911	-887	-42.7069
911	-911	-887	-82.3428
-911	911	-806.4	-36.3936
-106	911	-806.4	55.7657
699	911	-806.4	-40.9419
-911	106	-806.4	-65.6699
-106	106	-806.4	11.2982
699	106	-806.4	82.2542
-911	-699	-806.4	45.0424
-106	-699	-806.4	58.8989
699	-699	-806.4	-40.3838
-699	699	-725.8	73.7738
106	699	-725.8	21.512
911	699	-725.8	-27.2845
-699	-106	-725.8	-62.6194
106	-106	-725.8	-62.708
911	-106	-725.8	-73.959
-699	-911	-725.8	59.105
106	-911	-725.8	-70.1731
911	-911	-725.8	43.2243
-911	911	-645.2	64.1014
-106	911	-645.2	36.6299
699	911	-645.2	-64.6075
-911	106	-645.2	-74.9514
-106	106	-645.2	77.6383
699	106	-645.2	-30.1025
